102855,100111,052236468,009436185,001,29010,00000,0,0,0
102856,100111,052236468,009436185,001,29862,00880,4,1,0
102857,100111,052236468,009436185,001,29073,00881,4,1,0
102858,100111,052236468,009436185,001,29329,00882,5,1,0
102859,000000,052236468,009436186,004,-30961,00883,5,1,0
102900,100111,052236467,009436186,001,29075,00885,5,1,0
102901,100111,052236467,009436186,001,29520,00885,5,1,0
102902,100111,052236467,009436186,000,29425,00886,5,1,0
102903,100111,052236467,009436186,000,29519,00887,5,1,0
102904,100111,052236467,009436186,000,29712,00888,5,1,0
102905,100111,052236467,009436187,000,29351,00888,5,1,0
102906,100111,052236467,009436186,000,29943,00889,5,1,0
102907,100111,052236467,009436186,000,29745,00889,5,1,0
102908,100111,052236467,009436186,000,29502,00889,5,1,0
102909,100111,052236467,009436186,000,29858,00890,5,1,0
102910,100111,052236467,009436185,000,28937,00889,5,1,0
102911,100111,052236467,009436185,000,30548,00889,5,1,0
102912,100111,052236467,009436184,000,29773,00889,5,1,0
102913,100111,052236467,009436183,000,29068,00889,5,1,0
102914,100111,052236467,009436182,000,29536,00888,5,1,0
102915,100111,052236468,009436182,000,30251,00888,5,1,0
102916,100111,052236468,009436181,000,29078,00888,5,1,0
102917,100111,052236468,009436180,001,30184,00887,5,1,0
102918,100111,052236468,009436179,000,29409,00886,5,1,0
102919,100111,052236468,009436178,000,29444,00886,5,1,0
102920,100111,052236468,009436177,001,29231,00885,5,1,0
102921,100111,052236469,009436176,001,29296,00884,5,1,0
102922,100111,052236469,009436174,001,29568,00883,5,1,0
102923,100111,052236469,009436173,001,29260,00882,5,1,0
102924,100111,052236469,009436171,001,29342,00880,5,1,0
102925,100111,052236469,009436169,001,29200,00879,5,1,0
102926,100111,052236470,009436167,001,29031,00877,5,1,0
102927,100111,052236470,009436165,001,29148,00875,5,1,0
102928,100111,052236470,009436163,001,29159,00873,5,1,0
102929,100111,052236471,009436161,001,29202,00871,5,1,0
102930,100111,052236471,009436158,001,28871,00869,5,1,0
102931,100111,052236471,009436155,001,28694,00867,5,1,0
102932,100111,052236471,009436152,001,28853,00864,5,1,0
102933,100111,052236472,009436149,001,28910,00862,5,1,0
102934,100111,052236472,009436146,001,28876,00859,5,1,0
102935,100111,052236473,009436143,001,28744,00857,5,1,0
102936,100111,052236473,009436141,001,28916,00855,5,1,0
102937,100111,052236473,009436138,001,28671,00852,5,1,0
102938,100111,052236474,009436135,001,28961,00850,5,1,0
102939,100111,052236474,009436133,001,28796,00848,5,1,0
102940,100111,052236474,009436131,001,28792,00847,5,1,0
102941,100111,052236475,009436129,001,28926,00845,5,1,0
102942,100111,052236475,009436127,001,29008,00844,5,1,0
102943,100111,052236475,009436126,001,28718,00842,5,1,0
102944,100111,052236476,009436124,001,29135,00841,5,1,0
102945,100111,052236476,009436123,001,28605,00840,5,1,0
102946,100111,052236476,009436122,001,29049,00839,5,1,0
102947,100111,052236477,009436121,001,28687,00839,5,1,0
102948,100111,052236477,009436120,001,29041,00838,5,1,0
102949,100111,052236477,009436119,001,28923,00838,5,1,0
102950,100111,052236478,009436119,001,28941,00837,5,1,0
102951,100111,052236478,009436118,001,28887,00837,5,1,0
102952,100111,052236478,009436117,001,29280,00836,5,1,0
