060257,240311,052236536,009435808,000,00301,00382,4,1,0
060258,240311,052236536,009435810,000,00308,00385,4,1,0
060259,240311,052236529,009435830,000,00194,00425,4,1,0
060300,240311,052236530,009435827,000,00302,00419,4,1,0
060301,240311,052236531,009435826,000,00291,00416,4,1,0
060302,240311,052236532,009435825,000,00306,00415,4,1,0
060303,240311,052236468,009436013,000,00355,00768,5,1,0
060304,240311,052236468,009436014,000,00037,00770,5,1,0
060305,240311,052236468,009436014,000,00060,00771,5,1,0
060306,240311,052236468,009436014,000,00079,00772,5,1,0
060307,240311,052236468,009436014,000,00083,00772,5,1,0
060308,240311,052236469,009436014,000,00069,00773,5,1,0
060309,240311,052236469,009436014,000,00103,00773,5,1,0
060310,240311,052236469,009436014,000,00087,00774,5,1,0
060311,240311,052236469,009436014,000,00077,00775,5,1,0
060312,240311,052236469,009436014,000,00105,00776,5,1,0
060313,240311,052236469,009436014,000,00107,00777,5,1,0
060314,240311,052236469,009436014,000,00104,00778,5,1,0
060315,240311,052236469,009436014,000,00118,00778,5,1,0
060316,240311,052236469,009436014,000,00094,00779,5,1,0
060317,240311,052236469,009436014,000,00086,00780,5,1,0
060318,240311,052236469,009436014,000,00107,00781,5,1,0
060319,240311,052236469,009436014,000,00118,00781,5,1,0
060320,240311,052236469,009436014,000,00136,00782,5,1,0
060321,240311,052236469,009436014,000,00128,00782,5,1,0
060322,240311,052236469,009436014,000,00060,00783,5,1,0
060323,240311,052236469,009436014,000,00137,00784,5,1,0
060324,240311,052236468,009436013,000,00151,00784,5,1,0
060325,240311,052236468,009436012,001,00214,00783,5,1,0
060326,240311,052236465,009436008,001,00079,00782,5,1,0
060327,240311,052236463,009436006,001,00146,00782,5,1,0
060328,240311,052236458,009436001,001,00164,00782,5,1,0
060329,240311,052236456,009435997,000,00213,00782,5,1,0
060330,240311,052236458,009436001,000,00078,00780,5,1,0
060331,240311,052236460,009436001,000,00116,00777,5,1,0
060332,240311,052236459,009435996,000,00236,00772,5,1,0
060333,240311,052236460,009435989,001,00354,00765,5,1,0
060334,240311,052236467,009435981,006,00001,00754,5,1,0
060335,240311,052236479,009435977,010,00357,00749,5,1,0
060336,240311,052236496,009435970,011,00345,00742,5,1,0
060337,240311,052236514,009435962,012,00340,00734,5,1,0
060338,240311,052236529,009435956,010,00348,00733,5,1,0
060339,240311,052236554,009435941,015,00342,00722,5,1,0
060340,240311,052236584,009435931,017,00353,00716,5,1,0
060341,240311,052236612,009435918,019,00354,00713,5,1,0
060342,240311,052236653,009435928,024,00004,00725,5,1,0
060343,240311,052236698,009435941,021,00007,00720,5,1,0
060344,240311,052236738,009435954,020,00004,00723,4,1,0
060345,240311,052236772,009435955,021,00002,00734,4,1,0
060346,240311,052236811,009435942,022,00358,00733,5,1,0
060347,240311,052236850,009435923,021,00358,00728,4,1,0
060348,240311,052236869,009435948,019,00014,00733,4,1,0
060349,240311,052236906,009436014,025,00035,00741,5,1,0
060350,240311,052236924,009436079,026,00045,00754,5,1,0
060351,240311,052236928,009436186,033,00059,00763,4,1,0
060352,240311,052236937,009436295,035,00071,00777,5,1,0
060353,240311,052236916,009436385,039,00084,00793,5,1,0
060354,240311,052236871,009436510,046,00102,00805,5,1,0
060355,240311,052236847,009436623,043,00102,00809,5,1,0
060356,240311,052236830,009436717,040,00104,00814,5,1,0
060357,240311,052236813,009436800,037,00107,00822,5,1,0
060358,240311,052236814,009436865,031,00101,00830,4,1,0
060359,000000,052236828,009436909,162,02403,00838,4,1,0
060400,240311,052236855,009436956,022,00076,00853,5,1,0
060401,240311,052236883,009437001,021,00061,00870,4,1,0
