1693,1800
1702,1800
1745,1800
1753,1800
1761,1800
1769,1800
1777,1800
1786,1800
1795,1800
1803,1800
1812,1800
1820,1800
1829,1800
1838,1800
1847,1800
1855,1800
1863,1800
1872,1800
1881,1800
1890,1800
1898,1800
1907,1800
1915,1800
1925,1800
1934,1800
1943,1800
1952,1800
1961,1800
1971,1800
1980,1800
1989,1800
1998,1800
2008,1800
2017,1800
2026,1800
2035,1800
2044,1800
2053,1800
2062,1800
2071,1800
2080,1800
2089,1800
2099,1800
2108,1800
2117,1800
2126,1800
2136,1800
2145,1800
2154,1800
2163,1800
2172,1800
2182,1800
2191,1800
2200,1800
2209,1800
2219,1800
2228,1800
2237,1800
2248,1800
2256,1800
2266,1800
2275,1800
2284,1800
2293,1800
2301,1800
2311,1800
2320,1800
2329,1800
2337,1800
2347,1800
2356,1800
2365,1800
2374,1800
2383,1800
2392,1800
2401,1800
2410,1800
2419,1800
2428,1800
2438,1800
2447,1800
2456,1800
2464,1800
2475,1800
2483,1800
2492,1800
2501,1800
2510,1800
2519,1800
2528,1800
2537,1800
2546,1800
2555,1800
2565,1800
2573,1800
2582,1800
2591,1800
2600,1800
2609,1800
2618,1800
2627,1800
2637,1800
2647,1800
2656,1800
2666,1800
2675,1800
2685,1800
2695,1800
2705,1800
2718,1800
2728,1800
2738,1800
2750,1800
2759,1800
2768,1800
2779,1800
2789,1800
2798,1800
2807,1800
2818,1800
2827,1800
2837,1800
2846,1800
2855,1800
2866,1800
2876,1800
2885,1800
2894,1800
2905,1800
2914,1800
2924,1800
2933,1800
2944,1800
2953,1800
2963,1800
2972,1800
2982,1800
2992,1800
3002,1800
3011,1800
3020,1800
3031,1800
3040,1800
3050,1800
3059,1800
3069,1800
3079,1800
3088,1800
3098,1800
3108,1800
3118,1800
3127,1800
3137,1800
3146,1800
3155,1800
3166,1800
3175,1800
3184,1800
3194,1800
3204,1800
3213,1800
3223,1800
3233,1800
3243,1800
3254,1800
3264,1800
3273,1800
3283,1800
3293,1800
3302,1800
3312,1800
3321,1800
3331,1800
3340,1800
3350,1800
3359,1800
3368,1800
3379,1800
3388,1800
3397,1800
3407,1800
3417,1800
3426,1800
3436,1800
3445,1800
3454,1800
3464,1800
3474,1800
3484,1800
