006033470,046152830
006036670,046217580
006039860,050836500
006044420,046200190
006045440,046185690
006047610,050831890
006052810,046234220
006053440,050799190
006062500,046224610
006063330,051789470
006066670,046216750
006069310,050762000
006073890,050777670
006073940,050777030
006075690,046204690
006075720,050805830
006077170,046200390
006077970,046179580
006078110,046194640
006078330,046194440
006078890,046179640
006081970,051069030
006082940,046216060
006083060,046183890
006084640,046173470
006087000,046224810
006087030,050865140
006087780,046219860
006090280,050973500
006093670,046214970
006093810,046169720
006093970,046169810
006094170,046184440
006094170,046180560
006094390,046180640
006095310,046181080
006096170,046215940
006098940,046179580
006099360,046179530
006100810,050957420
006101500,046222390
006102220,046225390
006103170,046213580
006103890,046185000
006104720,046219830
006105220,046162890
006106720,046219580
006108080,046186530
006109060,046179830
006109920,046218530
006110110,046205500
006110670,046222250
006110720,046211440
006111190,046199190
006111610,046218280
006111720,046196860
006112830,046217830
006114530,046228310
006114720,046161280
006115860,046205780
006116360,050952360
006116390,046189190
006117360,050870530
006117750,046185390
006118060,046206310
006118310,046189860
006118330,050996720
006118500,046206420
006120280,046183110
006120750,046191420
006121000,046209420
006121080,046163280
006121500,046192030
006121690,046179170
006121750,046179000
006123190,046233360
006123420,046215310
006123750,046193690
006123810,046314390
006123920,046236310
006124280,046215220
006124670,046272530
006125280,046230250
006125530,046167080
006125810,046229920
006127470,046166360
006128170,046194330
006129250,046213860
006129360,046265970
006129440,046200560
006129580,046246390
006130670,050831060
006130830,050809110
006131530,051688750
006133830,046168060
006134560,046146440
006135420,046178140
006136670,046249390
006136750,050778250
006137170,046146920
006137220,046206280
006138640,046253940
006138670,046161080
006140500,051113080
006144190,050775470
006144750,046168140
006146170,051804080
006146610,046195390
006147530,046184830
006147750,046181920
006147830,046184860
006148470,046182190
006148890,046237140
006149060,046236720
006149310,046163470
006149670,046163330
006149830,050841470
006149860,046220940
006149890,046204560
006150390,046204250
006150670,050841360
006151280,046216470
006151640,046244440
006151750,046244030
006152280,046183940
006153190,046164250
006155810,046195780
006155830,051781110
006156310,051717330
006157140,051209390
006157360,046205360
006157920,046205670
006159580,050994110
006159610,046335360
006159690,046204830
006160810,046200970
006161030,046171500
006161420,046200720
006162890,046196920
006163690,051804940
006165690,046292030
006165720,046291470
006166390,046196190
006167080,046209330
006167720,046209640
006168830,046195390
006169420,046195170
006171610,046205780
006172390,046172330
006173690,050908310
006174970,046183920
006176940,046199220
006179780,046206390
006179890,050879360
006180310,046221360
006180330,046198830
006181190,050704670
006182080,046216670
006182420,046172920
006182720,046224500
006183810,050694830
006184970,050785670
006185610,046167780
006185720,050713080
006186610,046228440
006187110,046229140
006187530,046190190
006187750,046197750
006188190,050899060
006189170,050662110
006191580,050785190
006191610,046233440
006192580,046192610
006194000,046235330
006194690,050860580
006195940,051281390
006196610,046206250
006198330,046188060
006199030,050887140
006199440,050772000
006199860,050781030
006201420,050637690
006203190,046252530
006203940,051054640
006204140,046386610
006204250,046386440
006204360,046221190
006204420,046235280
006205500,050678190
006206500,046210920
006208000,051764780
006208780,050635280
006210000,046240920
006212940,050726110
006214830,046264720
006216810,046201440
006217220,046236330
006218470,050776920
006218830,051335830
006218860,046202360
006218970,050566670
006223280,046245000
006224190,046277940
006226470,050850280
006226830,050850390
006228860,046260110
006231890,050727920
006232280,046390330
006232780,046246030
006233420,046383580
006233780,046414060
006233890,046414220
006234750,050626190
006234970,050626220
006235720,046239470
006236890,050799140
006237750,050736890
006240690,046220610
006241560,051859170
006242720,051463080
006244060,046298970
006245030,051554360
006250310,051231000
006257140,050978860
006259420,050595140
006260280,050529810
006262250,051661920
006263000,051408500
006263110,050715500
006264500,051745720
006264580,051561860
006266140,050740170
006266890,051386390
006267190,050630580
006269060,050826170
006270110,051675080
006272390,050885390
006273110,051135610
006273500,051452970
006278030,050632190
006279720,051626390
006284500,050762030
006292890,046443920
006294940,051108110
006295250,051106940
006296670,050820610
006298000,050778690
006298610,050777780
006310830,050627560
006311890,050627220
006313250,051130470
006318420,050966280
006320810,050963890
006326110,050607110
006327750,051743250
006334030,050605940
006335610,051411890
006341750,051416750
006344060,046468330
006344970,051213190
006355280,051403360
006358780,051283000
006360940,051057940
006360970,051057970
006368310,051802690
006371940,051335310
006383190,050576670
006385360,050715030
006386640,051317830
006391110,050812750
006391390,050519000
006405390,051632940
006409970,051195750
006410580,046477280
006412920,051116080
006414690,051236470
006415220,050210170
006416580,051366110
006418310,050806220
006419560,051443610
006421690,051162690
006426030,051776110
006430780,051147860
006433810,051213580
006434690,050865780
006435810,051432220
006437190,051775500
006442110,051206580
006443780,051187190
006443780,051182530
006446190,051175440
006447530,051170830
006455810,046493640
006459220,051033330
006465500,050828920
006465970,051592060
006468610,050830440
006468830,046734080
006471390,050812640
006478330,051318420
006481360,051442190
006481500,051449030
006485500,051439390
006487110,051563360
006487610,050816110
006488860,050813420
006489030,051200310
006491000,050660330
006494560,050763280
006494640,046507440
006495390,046507610
006496310,046509170
