110435,270111,052236576,009435978,004,14833,00596,3,1,0
110436,270111,052236603,009435932,000,-31386,00596,3,1,0
110437,270111,052236601,009435941,000,-30487,00596,3,1,0
110438,270111,052236608,009435915,000,-29788,00596,3,1,0
110439,270111,052236548,009435961,000,06867,00596,3,1,0
110440,270111,052236582,009435966,000,02707,00596,3,1,0
110441,270111,052236574,009435929,000,11364,00596,3,1,0
110442,270111,052236554,009435981,000,06847,00596,3,1,0
110443,270111,052236628,009435914,000,02014,00596,3,1,0
110444,270111,052236594,009435942,000,-31850,00596,3,1,0
110445,270111,052236610,009435926,000,13132,00596,3,1,0
110446,270111,052236627,009435911,000,-30763,00596,3,1,0
110447,270111,052236641,009435897,000,00300,00596,3,1,0
110448,270111,052236651,009435886,000,08891,00596,3,1,0
110449,270111,052236661,009435876,000,04283,00596,3,1,0
110450,270111,052236669,009435870,000,04087,00596,3,1,0
110451,270111,052236675,009435866,000,00254,00596,3,1,0
110452,270111,052236681,009435860,000,06290,00596,3,1,0
110453,270111,052236689,009435854,000,04412,00596,3,1,0
110454,270111,052236695,009435849,000,-32159,00596,3,1,0
110455,270111,052236698,009435847,000,12102,00596,3,1,0
110456,270111,052236703,009435843,000,-30175,00596,3,1,0
110457,270111,052236704,009435843,000,10010,00596,3,1,0
110458,270111,052236703,009435843,000,06470,00596,3,1,0
110459,270111,052236702,009435844,000,12172,00596,3,1,0
110500,270111,052236699,009435845,000,-31018,00596,3,1,0
110501,270111,052236697,009435847,000,00838,00596,3,1,0
110502,270111,052236694,009435849,000,05655,00596,3,1,0
110503,270111,052236690,009435852,000,07965,00596,3,1,0
110628,270111,052236531,009435894,000,06810,00437,5,1,0
110629,270111,052236531,009435894,000,-29729,00437,5,1,0
110630,270111,052236531,009435894,000,22710,00437,5,1,0
110631,270111,052236530,009435894,000,07604,00436,5,1,0
110632,270111,052236530,009435895,000,19201,00437,5,1,0
110633,270111,052236530,009435895,000,21011,00438,5,1,0
110634,270111,052236529,009435895,000,20985,00439,5,1,0
110635,270111,052236528,009435895,000,20437,00440,5,1,0
110636,270111,052236527,009435896,000,20030,00441,4,1,0
110637,270111,052236526,009435896,000,17822,00443,4,1,0
110638,270111,052236526,009435897,000,08237,00444,4,1,0
110639,270111,052236525,009435897,000,07074,00444,4,1,0
110640,270111,052236525,009435898,000,08472,00445,4,1,0
110641,270111,052236524,009435899,000,14189,00446,4,1,0
110642,270111,052236523,009435900,000,17934,00448,4,1,0
110643,270111,052236523,009435900,000,18958,00450,4,1,0
110644,270111,052236522,009435901,000,17223,00453,4,1,0
110645,270111,052236521,009435902,000,16975,00455,4,1,0
110646,270111,052236520,009435903,000,17369,00457,4,1,0
110647,270111,052236519,009435904,000,16789,00459,4,1,0
110648,270111,052236518,009435905,000,14044,00461,4,1,0
110649,270111,052236517,009435906,000,13904,00463,4,1,0
110650,270111,052236516,009435907,000,11231,00465,4,1,0
110651,270111,052236516,009435908,000,13762,00466,4,1,0
110652,270111,052236515,009435909,000,14710,00469,4,1,0
110653,270111,052236514,009435910,000,16356,00471,4,1,0
110654,270111,052236518,009435910,000,09675,00466,5,1,0
110655,270111,052236515,009435912,000,14787,00472,5,1,0
110656,270111,052236516,009435913,000,14849,00470,5,1,0
110657,270111,052236513,009435914,000,16149,00476,5,1,0
110658,270111,052236510,009435915,000,10545,00481,5,1,0
110659,270111,052236509,009435917,001,09255,00482,4,1,0
110700,270111,052236508,009435918,000,12272,00486,5,1,0
110701,270111,052236504,009435920,001,14225,00492,5,1,0
110702,270111,052236502,009435921,001,10700,00496,5,1,0
110703,270111,052236497,009435923,001,11366,00505,5,1,0
110704,270111,052236492,009435925,001,12885,00512,5,1,0
110705,270111,052236488,009435926,001,11267,00519,5,1,0
110706,270111,052236486,009435928,001,11467,00522,5,1,0
110707,270111,052236483,009435929,001,14453,00527,5,1,0
110708,270111,052236479,009435930,001,15086,00535,5,1,0
110709,270111,052236479,009435931,001,12602,00536,5,1,0
110710,270111,052236479,009435932,001,10
